maintenance_id,plant_id,maintenance_type,issue_severity,maintenance_cost,downtime_hours,maintenance_date
497,14,Calibration,Critical,59406.82,23.62,2024-06-08
498,13,Repair,High,52243.86,18.44,2024-10-26
499,154,Calibration,Medium,65032.14,3.37,2024-08-08
500,105,Replacement,Critical,12881.94,17.12,2023-08-29
501,125,Calibration,Critical,38026.33,34.73,2023-05-21
502,95,Repair,Critical,9419.06,42.65,2023-07-15
503,67,Repair,Medium,15752.51,53.83,2023-04-22
504,69,Repair,Low,57454.83,52.26,2023-06-09
505,198,Repair,Low,36408.37,43.21,2024-02-05
506,108,Replacement,Critical,36604.86,12.9,2024-08-09
507,12,Calibration,High,62214.16,54.03,2024-02-09
508,198,Inspection,High,49820.16,31.01,2023-03-22
509,164,Calibration,High,74734.39,48.79,2023-04-07
510,41,Calibration,Medium,40641.99,23.29,2023-03-06
511,17,Inspection,High,81591.74,50.92,2023-12-04
512,48,Inspection,Low,85296.12,15.07,2024-08-09
513,33,Repair,Low,88581.47,21.95,2024-04-02
514,38,Inspection,High,11673.67,1.52,2024-06-08
515,186,Calibration,Critical,58013.34,50.45,2024-11-16
516,197,Calibration,High,9930.72,17.86,2023-02-19
517,132,Replacement,Medium,94644.7,16.74,2024-11-23
518,151,Repair,Critical,79265.15,56.01,2023-02-04
519,25,Calibration,Critical,79284.9,63.61,2024-10-18
520,61,Repair,Critical,57864.06,71.24,2023-03-11
521,164,Inspection,Critical,67888.71,27.66,2023-11-19
522,63,Inspection,Low,37513.97,15.39,2023-08-11
523,14,Inspection,High,12530.65,51.95,2023-06-20
524,77,Calibration,Low,12125.36,27.4,2024-04-30
525,135,Repair,Medium,56485.23,17.42,2023-09-11
526,72,Repair,Critical,18771.12,37.4,2024-05-02
527,198,Calibration,Medium,87735.02,39.72,2024-11-18
528,66,Calibration,High,95186.49,64.63,2024-06-28
529,11,Replacement,High,93372.12,12.81,2023-03-08
530,44,Replacement,High,40331.18,18.8,2023-03-26
531,39,Repair,Critical,7793.58,62.2,2023-03-08
532,126,Replacement,Medium,46790.8,68.48,2024-08-12
533,124,Repair,Critical,17602.32,37.98,2024-03-30
534,98,Replacement,High,82186.31,5.26,2024-09-27
535,178,Replacement,Medium,20456.66,23.26,2023-02-25
536,17,Repair,Low,94333.27,36.98,2024-09-14
537,185,Inspection,Medium,88465.03,48.91,2023-10-13
538,20,Replacement,Low,9458.01,46.63,2023-12-29
539,185,Inspection,High,61343.61,51.59,2024-11-05
540,94,Repair,High,27306.87,16.07,2024-09-18
541,39,Inspection,Medium,81693.71,15.34,2023-04-02
542,130,Repair,Medium,90994.49,37.79,2024-11-29
543,14,Repair,Low,33003.2,10.73,2023-05-25
544,23,Replacement,High,50581.38,1.45,2024-10-12
545,49,Inspection,Low,58651.21,8.05,2024-11-22
546,164,Replacement,High,93411.1,37.39,2023-02-19
547,18,Inspection,Low,49863.41,21.19,2023-03-31
548,77,Repair,Low,33625.19,34.16,2023-08-27
549,109,Replacement,Low,55044.89,57,2023-03-12
550,70,Repair,High,13314.61,64.99,2024-07-05
551,20,Replacement,Medium,29755.54,19.27,2023-03-26
552,22,Calibration,Medium,96723.4,11.15,2023-04-09
553,117,Replacement,Low,25389.44,67.5,2023-03-04
554,44,Repair,Low,26338.28,23.86,2024-02-17
555,188,Calibration,Medium,58750.79,59.57,2023-12-30
556,166,Replacement,Medium,61780.4,53.26,2023-05-19
557,82,Calibration,Medium,99427.12,55.42,2024-05-04
558,120,Calibration,Medium,69978.12,3.81,2023-07-20
559,134,Repair,Critical,59074.8,42.82,2023-10-07
560,173,Replacement,Critical,33527.36,26.04,2023-04-23
561,46,Inspection,High,43967,45.7,2023-01-25
562,158,Replacement,Medium,47668.18,12.13,2024-06-04
563,111,Calibration,Medium,62510.19,5.59,2024-07-23
564,166,Repair,Medium,49529.38,9.53,2023-04-09
565,1,Replacement,High,33454.66,17.96,2024-03-24
566,47,Replacement,Medium,26359.41,14.64,2024-11-01
567,55,Inspection,High,61742.57,22.55,2024-04-20
568,169,Repair,Medium,16305.28,14.02,2024-12-05
569,80,Repair,Critical,10100.91,28.46,2023-05-19
570,117,Replacement,Medium,45071.82,54.7,2023-09-18
571,158,Calibration,Medium,3807.27,49.22,2024-08-14
572,58,Inspection,Critical,47105.58,68.56,2024-09-25
573,35,Replacement,Medium,78991.72,41.82,2023-08-27
574,5,Calibration,Critical,53618.11,34.59,2024-11-30
575,180,Calibration,Medium,79521.8,32.4,2023-02-13
576,182,Repair,Medium,35430.72,30.65,2024-09-24
577,58,Replacement,Critical,93699.7,31.91,2023-08-28
578,59,Replacement,Low,53480.36,17.92,2023-06-30
579,4,Repair,Critical,95596.58,49.79,2023-01-04
580,7,Calibration,Critical,95484.42,51.85,2024-02-01
581,82,Repair,Critical,69686.38,7.85,2024-10-20
582,114,Calibration,Medium,70449.56,31.52,2023-01-23
583,130,Repair,Critical,21931.72,20.76,2024-08-20
584,26,Calibration,Medium,21228.52,12.37,2024-12-04
585,20,Calibration,Critical,74886.52,18.8,2023-12-08
586,128,Replacement,High,47944.23,44.38,2024-06-23
587,24,Replacement,Critical,60480.4,41.11,2024-06-19
588,50,Calibration,Low,21371.02,10.27,2024-06-03
589,192,Replacement,Low,98484.09,64.42,2023-11-15
590,44,Calibration,Low,60222.2,6.86,2023-10-08
591,113,Repair,Medium,37744.9,9.54,2024-08-01
592,79,Calibration,Critical,30596.15,62.82,2024-12-31
593,127,Repair,Medium,27668.07,21.85,2023-10-02
594,44,Calibration,Medium,65163.46,10.39,2023-10-07
595,147,Replacement,High,70374.07,57.61,2023-09-04
596,175,Calibration,High,90190.12,24.75,2023-01-06
597,193,Repair,High,58931.54,46.68,2024-08-09
598,15,Inspection,Critical,33629.51,39.81,2024-05-15
599,94,Replacement,Critical,13008.9,10.06,2023-02-18
600,31,Repair,High,929.16,5.84,2024-07-10
601,114,Repair,High,48694.12,40.61,2024-09-19
602,28,Replacement,High,54647.1,71.22,2024-04-08
603,102,Replacement,Critical,12916.3,32.65,2024-02-28
604,102,Repair,Critical,97574.7,43.03,2024-07-11
605,164,Repair,High,80819.33,33.71,2023-06-01
606,64,Calibration,High,44012.96,44.24,2023-11-18
607,113,Replacement,Critical,25809.22,70.42,2023-02-24
608,53,Inspection,Medium,32331.82,39.61,2023-11-03
609,25,Repair,Low,32059.54,44.55,2024-08-07
610,105,Repair,Medium,87768.79,43.65,2024-04-04
611,40,Calibration,Low,14783.95,23.01,2023-04-15
612,144,Repair,Low,70183.46,15.37,2024-03-21
613,37,Inspection,Critical,66718.71,61.84,2023-11-13
614,24,Inspection,Low,96642.64,5.48,2023-07-16
615,77,Replacement,Low,77889.62,21.79,2024-03-04
616,160,Replacement,High,20538.32,71.28,2024-10-20
617,52,Calibration,Critical,17880.67,55.4,2024-04-10
618,85,Inspection,High,91415.14,41.84,2023-07-24
619,140,Repair,Low,37020.85,6.22,2023-11-26
620,197,Calibration,High,79956.32,47.34,2023-05-28
621,25,Repair,High,85454.63,3.65,2024-10-15
622,125,Replacement,Low,12246.29,12.39,2024-04-29
623,70,Calibration,Low,95966.31,48.12,2023-07-20
624,35,Inspection,Critical,51561.72,13.16,2024-03-02
625,7,Repair,Critical,33251.38,24.75,2023-12-30
626,115,Inspection,Medium,10113.5,31.05,2023-12-04
627,133,Replacement,Medium,77545.56,37.92,2023-12-24
628,49,Inspection,Low,11529.41,58.71,2023-05-10
629,98,Inspection,Medium,32746.56,42.75,2024-12-04
630,96,Inspection,Critical,26365.46,55.4,2023-10-30
631,180,Calibration,High,5734.95,48.12,2023-11-14
632,72,Calibration,Critical,5305.96,38.2,2024-05-29
633,183,Inspection,Low,31288.92,41.23,2023-12-08
634,42,Calibration,Low,37734.55,39.91,2024-05-30
635,189,Calibration,Critical,85853.01,12.94,2023-02-04
636,80,Inspection,Low,88212.13,64.05,2023-04-06
637,144,Inspection,High,48953.54,52.12,2023-06-29
638,48,Replacement,Medium,17489.14,60.41,2023-03-30
639,182,Replacement,High,58573.46,8.56,2024-08-10
640,141,Calibration,Critical,32378.96,9.2,2024-06-19
641,113,Calibration,Low,86632.95,53.51,2023-04-17
642,130,Repair,Critical,9616.18,41.32,2024-11-04
643,18,Inspection,Low,16234.59,4.15,2023-08-18
644,81,Calibration,Medium,8076.97,10.77,2023-03-18
645,79,Inspection,Medium,58503.44,16.01,2023-04-03
646,176,Replacement,Low,60687.64,48.41,2024-01-21
647,145,Repair,High,83702.95,43.27,2023-11-22
648,120,Inspection,Critical,30183.9,21.06,2023-09-11
649,24,Inspection,High,79875.36,49.84,2024-11-27
650,41,Inspection,High,59173.1,4.55,2024-02-20
651,114,Inspection,Critical,11014.16,9.93,2024-08-01
652,59,Replacement,High,64886.57,38.14,2023-11-01
653,7,Inspection,Low,43680.84,38.86,2024-07-28
654,126,Replacement,Medium,50114.97,38.96,2023-09-11
655,125,Replacement,Medium,50560.44,68.65,2023-07-06
656,146,Repair,High,25071.05,47.14,2024-07-24
657,118,Inspection,Critical,29111.14,10.67,2024-05-09
658,158,Calibration,High,70035.76,16.01,2024-09-10
659,164,Repair,Low,94420.67,6.49,2023-03-17
660,154,Inspection,Critical,10487.62,40.68,2024-11-27
661,132,Inspection,Low,48685.21,54.63,2024-02-13
662,92,Repair,Critical,47153.65,58.57,2024-05-17
663,113,Inspection,Critical,45210.71,64.69,2024-09-03
664,186,Repair,Low,97519.19,9.54,2023-06-08
665,177,Calibration,Critical,28681.35,56.7,2024-05-26
666,117,Repair,Critical,56386.81,54.21,2023-11-16
667,121,Replacement,Critical,55832.21,54.93,2024-11-30
668,164,Replacement,Medium,16240.41,25.17,2023-10-10
669,171,Inspection,Medium,78785.96,46.94,2024-05-20
670,67,Calibration,Medium,67655.16,24.81,2023-05-31
671,19,Repair,Critical,29068.56,64.68,2023-03-17
672,65,Inspection,Low,61853.92,13.26,2024-05-14
673,106,Calibration,Medium,19525.63,18.53,2023-07-29
674,169,Calibration,Medium,3829.09,21.61,2023-11-18
675,127,Inspection,Critical,42624.17,22.3,2024-04-02
676,163,Inspection,Critical,8139.17,14.03,2023-06-09
677,142,Inspection,Medium,75201.37,45.07,2023-10-20
678,157,Replacement,High,25631.59,15.52,2024-06-29
679,10,Calibration,Critical,64537.98,14.49,2023-10-19
680,40,Repair,High,49157.89,54.78,2023-05-25
681,40,Inspection,Low,37850.13,43.54,2023-06-25
682,5,Calibration,High,48959.96,32.79,2024-07-21
683,81,Replacement,Medium,31314.29,27.67,2024-05-24
684,33,Replacement,Medium,83438.02,39.02,2024-09-12
685,161,Repair,Medium,96662.26,17.86,2023-02-06
686,83,Inspection,Medium,54128.36,11.47,2023-12-03
687,195,Calibration,Medium,59377.82,47.93,2024-11-16
688,2,Replacement,Medium,49328.22,41.82,2023-03-26
689,117,Calibration,Critical,24171.96,60.04,2024-09-05
690,25,Calibration,Medium,15804.55,70.39,2024-12-06
691,61,Inspection,Critical,81974.6,59.15,2023-10-02
692,72,Repair,Low,80394.33,60.83,2023-02-11
693,69,Repair,Low,7612.69,25.57,2023-11-22
694,4,Replacement,High,90082.65,35.99,2024-05-29
695,67,Calibration,Critical,29664.47,41.7,2023-09-01
696,159,Inspection,Medium,59958.84,7.11,2023-04-24
697,51,Repair,High,96500.91,44.31,2023-07-20
698,117,Inspection,Critical,75649.28,4.49,2023-02-18
699,158,Inspection,High,42229.23,19.61,2023-09-15
700,60,Replacement,Medium,69471.91,34.05,2023-09-01
701,78,Inspection,High,61912.15,68.72,2024-04-09
702,150,Inspection,High,10889.41,31.63,2024-01-01
703,12,Inspection,Low,31485.74,17.25,2024-12-19
704,149,Inspection,Low,28958.67,5.72,2024-03-02
705,21,Calibration,Low,31618.68,65.58,2023-10-13
706,157,Repair,Medium,41562.7,70.93,2023-11-25
707,110,Replacement,Critical,97986.21,58.99,2023-10-05
708,37,Calibration,Critical,76868.31,13.03,2023-07-16
709,86,Inspection,Low,21603.91,22.43,2024-06-04
710,26,Repair,High,1757.66,27.07,2024-05-26
711,128,Calibration,High,34557.22,43.11,2024-07-06
712,3,Repair,High,88924.21,4.44,2023-01-24
713,33,Repair,Low,32349.52,9.56,2023-08-18
714,77,Inspection,Medium,50077.55,35.53,2024-01-28
715,33,Inspection,Critical,50376,29.04,2023-04-16
716,173,Replacement,Low,97827.42,17.1,2024-10-23
717,56,Calibration,Critical,56550.12,10.45,2024-06-18
718,115,Repair,Low,97770.92,39.42,2023-09-26
719,96,Inspection,Low,9900.75,41.71,2024-08-12
720,135,Repair,Critical,11964.18,18.9,2023-12-25
721,172,Calibration,High,86301.32,57.76,2024-05-21
722,183,Calibration,Low,82119.26,2.75,2024-03-01
723,127,Calibration,High,608.29,59.5,2024-09-11
724,4,Inspection,High,97208.73,29.2,2024-01-16
725,163,Inspection,Low,10179.62,56.86,2023-11-26
726,99,Repair,Low,4799.06,14.88,2023-12-25
727,5,Replacement,High,24987.32,14.07,2023-07-19
728,184,Calibration,Critical,5049.56,46.47,2023-01-01
729,62,Calibration,High,4990.07,53.91,2023-10-28
730,60,Replacement,Critical,57187.86,60.36,2023-05-26
731,124,Repair,Low,47249.07,28.56,2023-09-02
732,165,Replacement,Medium,34696.76,31.33,2024-10-03
733,122,Repair,High,75484.72,10.16,2024-08-30
734,122,Repair,High,91619.89,31.8,2023-05-25
735,157,Replacement,Medium,52482.36,63.03,2024-06-06
736,185,Replacement,High,71194.87,39.94,2023-03-08
737,116,Calibration,Low,47669.7,27.95,2023-02-16
738,89,Replacement,Low,97248.75,4.09,2023-02-20
739,178,Repair,High,81583.86,49.28,2024-08-12
740,8,Calibration,Medium,96534.32,25.93,2023-09-06
741,2,Calibration,Low,73687.75,44.79,2024-01-26
742,196,Repair,Critical,85962.06,11.83,2024-01-26
743,49,Calibration,High,16938.42,56.04,2024-07-11
744,193,Calibration,Low,66642.87,54.71,2023-07-04
745,2,Repair,Critical,10980.15,55.72,2024-11-27
746,79,Repair,Critical,1993.98,30.85,2023-11-09
747,116,Repair,High,94929.21,31.93,2023-07-03
748,57,Calibration,Medium,73306.99,26.95,2024-12-03
749,79,Repair,Medium,75860.4,8.88,2024-01-05
750,179,Inspection,Medium,85456.31,63.47,2023-01-13
751,88,Inspection,Critical,42062.04,45.98,2024-07-16
752,156,Repair,Critical,71373.29,3.53,2024-12-09
753,106,Inspection,High,77765.73,40.27,2023-06-03
754,3,Replacement,Critical,87896.75,5.3,2024-03-30
755,186,Replacement,Medium,66489.02,45.7,2024-07-21
756,179,Inspection,High,13443.52,10.26,2024-09-19
757,188,Inspection,Critical,28350.51,16.11,2023-12-17
758,126,Calibration,High,97329.83,45.57,2023-02-07
759,67,Inspection,Critical,60979.76,5.06,2024-02-27
760,1,Inspection,Medium,88489.21,19.62,2024-10-13
761,147,Repair,Critical,34341.21,29.89,2023-08-26
762,71,Inspection,Critical,49577.11,25.39,2023-06-02
763,100,Repair,Critical,68355.4,65.67,2023-12-27
764,153,Replacement,High,76035.43,42.08,2023-02-23
765,90,Calibration,Medium,23768.22,20.73,2024-05-16
766,27,Replacement,High,32235.13,3.03,2024-02-05
767,191,Inspection,Medium,64064.6,1.14,2023-04-17
768,129,Calibration,High,59401.55,36.57,2023-06-29
769,194,Repair,Critical,67710.55,37.52,2024-12-10
770,95,Replacement,Low,30303.93,36.84,2023-03-22
771,95,Inspection,Low,70500.65,8.18,2023-12-01
772,15,Calibration,Medium,7911.62,28.62,2023-04-26
773,140,Calibration,Critical,19005.08,62.93,2024-04-04
774,108,Replacement,Low,24960.23,22.92,2024-01-25
775,123,Calibration,High,79763.63,18.69,2024-10-18
776,175,Inspection,High,84967.18,38.65,2023-02-13
777,25,Replacement,Low,14197.79,30.19,2024-07-05
778,172,Replacement,Critical,53732.73,2.91,2023-11-09
779,175,Inspection,Low,10352.14,69.54,2024-01-10
780,110,Inspection,Medium,27653.47,20.12,2023-02-14
781,151,Calibration,Critical,32118.52,46.12,2024-10-08
782,136,Inspection,High,1829.88,25.46,2023-07-13
783,44,Repair,Low,85963.5,38.78,2023-09-24
784,75,Inspection,High,14266.49,26.57,2023-03-11
785,52,Inspection,High,29347.59,3.07,2023-04-10
786,23,Calibration,Low,48818.52,51.67,2024-08-31
787,126,Calibration,Low,10495.62,18.95,2023-01-24
788,140,Calibration,Low,52196.49,55.41,2024-03-03
789,183,Calibration,Critical,59935.67,57.33,2023-02-28
790,190,Replacement,Medium,27190.06,56.72,2023-08-29
791,141,Repair,Medium,12513.75,38.76,2024-10-25
792,187,Repair,Critical,65867.02,8.67,2024-10-14
793,155,Replacement,Low,80152.95,54.05,2023-08-03
794,16,Calibration,Critical,14683.06,2.55,2024-12-05
795,71,Repair,Low,36210.74,21.15,2024-04-27
796,8,Inspection,Critical,46469.77,22.35,2024-04-23
797,17,Replacement,Critical,81523.83,44.42,2024-02-11
798,24,Repair,High,57333.43,70.33,2024-11-30
799,127,Calibration,Low,56860.21,26.32,2023-05-22
800,18,Calibration,Low,70690.56,3.4,2023-03-11
801,31,Calibration,Critical,84519.24,45.53,2024-04-15
802,114,Repair,Critical,80673.37,55.41,2023-01-20
803,105,Replacement,Critical,8810.04,3.84,2024-04-03
804,167,Repair,High,58402.1,67.7,2024-08-18
805,114,Calibration,Medium,11496.4,47.92,2024-07-01
806,40,Calibration,Low,46515.98,10.24,2023-09-02
807,6,Replacement,Critical,84425.49,41.67,2023-08-21
808,167,Inspection,Critical,61019.12,40.48,2024-02-23
809,124,Repair,Low,75758.5,39.62,2023-04-19
810,17,Calibration,Low,44990.9,7.18,2023-04-27
811,73,Replacement,Critical,19835.76,43.35,2024-07-01
812,98,Repair,Low,39487.61,24.74,2024-03-11
813,98,Repair,Low,53131.37,25.08,2024-08-29
814,198,Inspection,Critical,50136.82,42.23,2023-12-17
815,6,Replacement,Low,13393.84,53.02,2023-07-26
816,143,Inspection,High,72972.57,46.33,2023-03-19
817,89,Inspection,High,94822.23,65.86,2023-01-11
818,102,Calibration,High,5372.08,14.06,2024-12-05
819,55,Inspection,Critical,85536.28,49.54,2023-02-05
820,50,Replacement,Critical,94385.91,23.83,2023-05-24
821,92,Replacement,Critical,68710.58,40.75,2024-01-09
822,76,Repair,Medium,8748.68,57.86,2024-04-27
823,112,Inspection,Medium,68603.81,35.27,2024-09-11
824,16,Repair,Low,87998.12,14.29,2024-10-29
825,80,Calibration,Medium,11221.13,43.94,2024-03-22
826,139,Repair,Critical,53765.48,11.89,2024-08-03
827,196,Inspection,Critical,1184.01,12.65,2024-02-04
828,6,Repair,High,63059.27,55.42,2024-12-07
829,6,Repair,Medium,20322.94,30.28,2023-02-03
830,84,Replacement,Critical,15449.96,47.05,2023-06-22
831,64,Calibration,High,35037.98,63.54,2024-07-21
832,100,Calibration,Critical,31656.32,47.39,2024-03-02
833,114,Calibration,Critical,20556.73,4.69,2023-07-18
834,87,Repair,Medium,90327.13,30.36,2024-12-06
835,33,Replacement,Critical,31990.68,36.35,2024-01-15
836,191,Inspection,High,82806,66.79,2024-11-21
837,172,Calibration,Critical,54953.71,33.03,2024-08-15
838,85,Inspection,Critical,84332.45,2.52,2024-08-16
839,44,Calibration,Critical,77228.95,4.32,2024-01-13
840,105,Calibration,High,94635.25,6.8,2024-03-18
841,177,Calibration,Critical,53449.55,49.59,2023-06-05
842,70,Inspection,Medium,97539.28,61.72,2024-12-21
843,97,Calibration,Critical,7426.22,44.25,2023-04-09
844,14,Repair,Low,29195.4,52.01,2024-04-19
845,136,Replacement,Low,65018.51,54.07,2024-04-03
846,106,Calibration,Low,39916.29,49.67,2024-05-19
847,156,Replacement,High,73674.05,30.05,2024-10-07
848,154,Calibration,Critical,17116.53,28.48,2023-01-16
849,47,Inspection,Medium,25567.81,58.57,2024-09-13
850,60,Inspection,Low,3817.71,1.7,2023-04-10
851,116,Inspection,High,92213.52,67.63,2023-02-12
852,137,Repair,Low,13653.99,30.68,2024-01-02
853,110,Repair,Critical,80556.77,44.11,2023-08-05
854,161,Repair,High,38139.82,57.38,2023-05-03
855,124,Inspection,Low,29270.63,26.65,2023-12-27
856,40,Inspection,Low,83217.29,59.49,2023-07-16
857,16,Replacement,Low,9011.83,11.77,2023-11-22
858,144,Replacement,Low,17993.05,4.52,2023-10-21
859,131,Replacement,Medium,13478.4,69.72,2024-09-27
860,46,Calibration,Low,4367.93,38.39,2023-12-29
861,30,Calibration,Medium,98782.77,34.08,2024-07-23
862,196,Calibration,Critical,62936.96,28.32,2023-07-08
863,63,Repair,Critical,28881.28,27.1,2023-02-12
864,54,Replacement,Medium,76632.68,22.58,2023-12-20
865,50,Inspection,Low,13871.28,5.67,2024-12-01
866,65,Repair,Low,3803.87,35.71,2023-03-24
867,110,Calibration,Medium,32123.45,65.25,2024-03-12
868,103,Replacement,Medium,852.69,10.23,2023-04-15
869,129,Inspection,Medium,72214.91,52.98,2024-07-09
870,17,Calibration,Medium,38377.6,15.67,2024-04-24
871,23,Calibration,High,12500.87,19.05,2024-10-24
872,161,Calibration,High,36379.21,31.39,2023-12-31
873,122,Calibration,Medium,96769.58,39.77,2024-11-18
874,66,Repair,High,99554.96,55.15,2023-11-18
875,120,Inspection,Medium,4309.78,7.23,2024-03-12
876,89,Replacement,High,86679.64,25.64,2023-04-10
877,91,Replacement,Low,83476.63,47.8,2023-09-26
878,114,Repair,Low,61146.44,71.37,2024-07-14
879,181,Calibration,Critical,94932.76,70.05,2024-12-18
880,171,Inspection,Critical,39090.81,30.73,2023-11-27
881,148,Repair,Medium,45281.42,39.61,2023-01-15
882,79,Replacement,Medium,93870.47,21.4,2023-10-21
883,102,Repair,Critical,86091.5,27,2023-08-26
884,150,Replacement,High,44940.59,1.8,2023-05-12
